# Canadian Moho depth compilation by Schetsellar, E. M. and Snyder, D. B.
# ===
# This is a reproduction of data downloaded from geoscan.nrcan.gc.ca
# ===
# Title: National database of Moho depth estimates estimates from seismic refraction and teleseismic surveys
# Author: Schetselaar, E M; Snyder, D B
# Source: Geological Survey of Canada, Open File 8243, 2017, 14 pages, https://doi.org/10.4095/305396 (Open Access)
# Year: 2017
# Publisher: Natural Resources Canada
# GEOSCAN ID: 305396
STATION,LON,LAT,Z,MOHODEPTH,STDDEV,DUPLICATE,METHOD,DATA_SOURCE,LOCATION,AUTHORS_1st,YEAR,TITLE,JOURNAL
AB109,-80.28,45.57,207.99,48,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
AB109,-80.28,45.57,207.99,44,,TRUE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
AB110,-80.12,45.43,205.56,48,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
Deepprobe149,-110.43,49.02,877.7,57,,FALSE,REFRACTION,LITHOPROBE,ALBERTA BASEMENT,Gorman et al.,2002,Deep Probe: imaging the roots of western North America,Canadian Journal of Earth Sciences 39:375-398
Deepprobe155,-111.24,54.92,739.02,34,,FALSE,REFRACTION,LITHOPROBE,ALBERTA BASEMENT,Gorman et al.,2002,Deep Probe: imaging the roots of western North America,Canadian Journal of Earth Sciences 39:375-398
Deepprobe155,-111.24,54.92,739.02,58,,TRUE,REFRACTION,LITHOPROBE,ALBERTA BASEMENT,Gorman et al.,2002,Deep Probe: imaging the roots of western North America,Canadian Journal of Earth Sciences 39:375-398
Deepprobe157,-111.58,57.19,251.72,32,,FALSE,REFRACTION,LITHOPROBE,ALBERTA BASEMENT,Gorman et al.,2002,Deep Probe: imaging the roots of western North America,Canadian Journal of Earth Sciences 39:375-398
DG401,-79.01,49.78,247.73,38,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG402,-79,49.52,278.7,38,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG402,-79,49.52,278.7,33,,TRUE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG403,-79.15,49.22,311.52,39,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG404,-79.19,48.95,304.28,40,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG405,-79.15,48.53,312.14,40,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG405,-79.15,48.53,312.14,35,,TRUE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG406,-79.16,48.37,324.46,41,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG407,-78.91,48.03,278.37,38,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG408,-79.15,47.82,300.37,36,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG409,-79.23,47.07,299.49,36,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG410,-79.09,47.23,321.39,35,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG410,-79.09,47.23,321.39,32,,TRUE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG411,-78.89,47.03,315.33,35,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG412,-78.65,46.87,282.4,36,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG413,-78.58,46.63,363.59,36,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG414,-78.27,46.27,162.32,37,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG414,-78.27,46.27,162.32,45,,TRUE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
DG415,-78.64,46.87,282.4,36,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
EF301,-78.4,48.98,285.17,40,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
EF302,-78.87,48.95,326.24,40,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
EF302,-78.87,48.95,326.24,37,,TRUE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
EF303,-79.6,48.95,291.19,40,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
EF304,-79.83,49.07,315.65,40,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
EF305,-80.33,49.07,290.23,40,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
EF306,-80.8,49.07,274.4,37,,FALSE,REFRACTION,LITHOPROBE,ABITIBI-GRENVILLE,Winardhi & Mereu,1997,Crustal velocity structure of the Superior and Grenville provinces of the southeastern Canadian Shield,"Canadian Journal of Earth Sciences, 34(8):1167-1184"
L007SP25,-120.41,50.18,841.66,34,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L007SP27,-119.02,50.02,1761.16,35,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L008SP33,-118.43,51.48,595.26,35,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L008SP34,-118.19,51.17,821.34,34,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L008SP36,-118.07,49.78,877.69,35,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L008SP37,-117.71,49.42,941.52,37,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L009SP36,-118.07,49.78,877.69,34,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L009SP40,-116.49,49.66,1466.97,34,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L009SP43,-114.95,49.57,1972.36,40,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L010SP47,-122.36,49.92,867.78,34,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L010SP48,-122.85,50.37,242.86,33,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L010SP49,-123.51,50.68,968.77,35,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
L010SP50,-124.41,51.47,1097.4,34,,FALSE,REFRACTION,LITHOPROBE,SOUTHERN CORDILLERA,Clowes et al.,1995,Lithospheric structure in the southern Canadian Cordillera from a network of seismic refraction lines.,"Canadian Journal of Earth Sciences, 32:1485-1513."
Line11Shotpoint1,-113.38,62.52,237,31,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint10,-122.31,61.3,283.01,31,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint10,-122.31,61.3,283.01,34,,TRUE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint2,-114.8,62.51,181.44,31,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint2,-114.8,62.51,181.44,30,,TRUE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint3,-115.43,62.69,179.93,31,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint3,-115.43,62.69,179.93,35,,TRUE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint4,-116.06,62.77,176.43,31,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint5,-116.49,62.48,261.4,32,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint6,-117.48,61.39,157.48,32.5,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint7,-118.38,61.05,265.42,31,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint8,-119.08,61.14,257.06,33,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line11Shotpoint9,-121.03,61.07,376.37,32,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line1Site102TH,-107.81,54.88,428.04,40,,FALSE,REFRACTION,LITHOPROBE,TRANS HUDSON,Nemeth et al.,2005,Lithospheric structure of the Trans-Hudson orogen from seismic refraction-wide-angle reflection studies,"Canadian Journal of Earth Sciences, 42(4):435-456"
Line1Site106TH,-104.79,54.78,433.03,45,,FALSE,REFRACTION,LITHOPROBE,TRANS HUDSON,Nemeth et al.,2005,Lithospheric structure of the Trans-Hudson orogen from seismic refraction-wide-angle reflection studies,"Canadian Journal of Earth Sciences, 42(4):435-456"
Line1Site107TH,-104.21,54.53,399.82,43,,FALSE,REFRACTION,LITHOPROBE,TRANS HUDSON,Nemeth et al.,2005,Lithospheric structure of the Trans-Hudson orogen from seismic refraction-wide-angle reflection studies,"Canadian Journal of Earth Sciences, 42(4):435-456"
Line1Site109TH,-102.53,54.82,336.33,40,,FALSE,REFRACTION,LITHOPROBE,TRANS HUDSON,Nemeth et al.,2005,Lithospheric structure of the Trans-Hudson orogen from seismic refraction-wide-angle reflection studies,"Canadian Journal of Earth Sciences, 42(4):435-456"
Line1Site111TH,-101.01,54.54,305.11,41,,FALSE,REFRACTION,LITHOPROBE,TRANS HUDSON,Nemeth et al.,2005,Lithospheric structure of the Trans-Hudson orogen from seismic refraction-wide-angle reflection studies,"Canadian Journal of Earth Sciences, 42(4):435-456"
Line1Site114TH,-98.32,54.69,209.91,42,,FALSE,REFRACTION,LITHOPROBE,TRANS HUDSON,Nemeth et al.,2005,Lithospheric structure of the Trans-Hudson orogen from seismic refraction-wide-angle reflection studies,"Canadian Journal of Earth Sciences, 42(4):435-456"
Line1Site18,-82.32,49.79,240.68,49,,FALSE,REFRACTION,LITHOPROBE,KAPUSKASING,Wu & Mereu,1990,The nature of the kapuskasing Structural zone: results from the 1984 seismic refraction experiment.,"In: Exposed cross-sections of the continental crust. Salisbury & Fountain (eds.) Kluwer Academic Publishers Group, Dordrecht, the Netherlands, 563-586."
Line1Site19K,-80.68,47.95,322.68,50,,FALSE,REFRACTION,LITHOPROBE,KAPUSKASING,Wu & Mereu,1990,The nature of the kapuskasing Structural zone: results from the 1984 seismic refraction experiment.,"In: Exposed cross-sections of the continental crust. Salisbury & Fountain (eds.) Kluwer Academic Publishers Group, Dordrecht, the Netherlands, 563-586."
Line1Site20K,-84.68,48.04,356.48,49,,FALSE,REFRACTION,LITHOPROBE,KAPUSKASING,Wu & Mereu,1990,The nature of the kapuskasing Structural zone: results from the 1984 seismic refraction experiment.,"In: Exposed cross-sections of the continental crust. Salisbury & Fountain (eds.) Kluwer Academic Publishers Group, Dordrecht, the Netherlands, 563-586."
Line1Site2LE,-54.53,49.26,14.14,34,,FALSE,REFRACTION,LITHOPROBE,LITHOPROBE EAST,Hughes et al.,1994,Seismic velocity structure of the Newfoundland Appalachian orogen.,"Journal of Geophysical Research, 99:13633-13653."
Line1Site3LE,-54.79,48.95,105.42,33,,FALSE,REFRACTION,LITHOPROBE,LITHOPROBE EAST,Hughes et al.,1994,Seismic velocity structure of the Newfoundland Appalachian orogen.,"Journal of Geophysical Research, 99:13633-13653."
Line1Site4LE,-55.25,48.51,175.49,31,,FALSE,REFRACTION,LITHOPROBE,LITHOPROBE EAST,Hughes et al.,1994,Seismic velocity structure of the Newfoundland Appalachian orogen.,"Journal of Geophysical Research, 99:13633-13653."
Line1Site5LE,-55.56,48.11,158.01,30,,FALSE,REFRACTION,LITHOPROBE,LITHOPROBE EAST,Hughes et al.,1994,Seismic velocity structure of the Newfoundland Appalachian orogen.,"Journal of Geophysical Research, 99:13633-13653."
Line1Site6LE,-55.67,47.94,132.01,30,,FALSE,REFRACTION,LITHOPROBE,LITHOPROBE EAST,Hughes et al.,1994,Seismic velocity structure of the Newfoundland Appalachian orogen.,"Journal of Geophysical Research, 99:13633-13653."
Line21Shotpoint1,-122.75,58.11,502.71,37,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line21Shotpoint2,-123.53,58.8,418.73,35,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line21Shotpoint2,-123.53,58.8,418.73,36,,TRUE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line21Shotpoint4,-125.07,58.85,686.48,32,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line21Shotpoint4,-125.07,58.85,686.48,35,,TRUE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line21Shotpoint5,-126.53,59.6,582.26,36,,FALSE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
Line21Shotpoint5,-126.53,59.6,582.26,39,,TRUE,REFRACTION,LITHOPROBE,SNORCLE,Fernandex-Viejo et al.,2005,Constraints on composition of the crust.,"Canadian Journal of Earth Sciences, 42:1205-1222"
